medicine_id,medicine_name,category,price_per_unit,stock_quantity,expiry_date
M0348,Oseltamivir 10mg Drops,Antiviral,30.94,445,2026-01-29
M0349,Diphenhydramine 10mg Capsule,Antihistamine,33.72,415,2027-01-28
M0350,Salmeterol 25mg Tablet,Bronchodilator,7.57,448,2023-05-23
M0351,Amlodipine 20mg Injection,Antihypertensive,39.04,375,2027-01-23
M0352,Gentamicin 1g Tablet,Antibiotic,30.45,460,2027-02-28
M0353,Vancomycin 250mg Capsule,Antibiotic,28.91,542,2027-02-12
M0354,Clindamycin 100mg Cream,Antibiotic,12.86,116,2023-04-17
M0355,Riboflavin 25mg Spray,Supplement,26.13,575,2024-04-27
M0356,Sitagliptin 50mg Spray,Antidiabetic,11.12,292,2028-07-04
M0357,Clonazepam 20mg Syrup,Antidepressant,42.71,462,2024-12-08
M0358,Magnesium Oxide 250mg Capsule,Supplement,40.62,327,2026-11-24
M0359,Zinc Sulfate 20mg Patch,Supplement,27.34,307,2024-10-07
M0360,Magnesium Oxide 25mg Drops,Supplement,25.68,124,2025-04-03
M0361,Lovastatin 25mg Injection,Statin,39.62,26,2027-01-18
M0362,Domperidone 1g Drops,Antacid,23.64,564,2024-06-15
M0363,Desloratadine 20mg Capsule,Antihistamine,15.81,490,2028-11-23
M0364,Fluconazole 200mg Suspension,Antifungal,4.15,324,2023-10-31
M0365,Oseltamivir 250mg Patch,Antiviral,17.55,564,2029-08-04
M0366,Diazepam 25mg Gel,Antidepressant,25.39,56,2024-05-23
M0367,Lactulose 25mg Cream,Laxative,8.65,330,2025-07-12
M0368,Cefuroxime 500mg Cream,Antibiotic,42.37,256,2025-03-15
M0369,Diphenhydramine 500mg Cream,Antihistamine,6.7,310,2029-11-21
M0370,Senna 20mg Patch,Laxative,32.23,594,2024-09-23
M0371,Sertraline 1g Suspension,Antidepressant,17.21,577,2023-06-18
M0372,Metformin 20mg Tablet,Antidiabetic,47.45,590,2025-12-20
M0373,Azelastine 40mg Suspension,Antihistamine,21.12,31,2028-08-01
M0374,Chlorpheniramine 500mg Cream,Antihistamine,32.27,309,2028-06-01
M0375,Warfarin 200mg Cream,Antibiotic,22.95,61,2024-10-09
M0376,Valacyclovir 200mg Spray,Antiviral,23.49,348,2029-10-20
M0377,Levothyroxine 100mg Drops,Supplement,36.84,353,2027-06-22
M0378,Amlodipine 100mg Patch,Antihypertensive,28.3,326,2025-09-17
M0379,Lamivudine 20mg Cream,Antiviral,22.76,144,2024-02-01
M0380,Vitamin C 50mg Gel,Supplement,43.28,428,2025-10-13
M0381,Gabapentin 100mg Suspension,Analgesic,36.2,194,2024-10-14
M0382,Budesonide 500mg Spray,Bronchodilator,25.19,315,2028-07-30
M0383,Cetirizine 20mg Gel,Antihistamine,25.52,246,2025-05-31
M0384,Ondansetron 100mg Tablet,Antipyretic,3.0,506,2029-09-13
M0385,Azelastine 250mg Cream,Antihistamine,27.07,110,2027-11-01
M0386,Metoprolol 50mg Drops,Antihypertensive,38.31,374,2023-07-05
M0387,Metronidazole 10mg Suspension,Antibiotic,28.31,371,2029-03-16
M0388,Pioglitazone 20mg Gel,Antidiabetic,25.46,563,2026-02-19
M0389,Levocetirizine 1g Capsule,Antihistamine,6.87,99,2027-06-02
M0390,Vancomycin 100mg Patch,Antibiotic,46.98,147,2025-03-26
M0391,Fexofenadine 500mg Gel,Antihistamine,25.25,46,2023-06-09
M0392,Metoprolol 100mg Spray,Antihypertensive,26.21,152,2029-10-19
M0393,Salmeterol 25mg Drops,Bronchodilator,46.6,326,2024-10-27
M0394,Clindamycin 1g Cream,Antibiotic,29.89,519,2028-09-18
M0395,Senna 250mg Suspension,Laxative,15.34,17,2027-02-17
M0396,Ceftriaxone 20mg Gel,Antibiotic,29.39,27,2029-09-10
M0397,Salbutamol 50mg Suspension,Bronchodilator,29.09,52,2029-07-18
M0398,Ipratropium 25mg Patch,Bronchodilator,31.64,389,2024-08-28
M0399,Folic Acid 40mg Tablet,Supplement,28.84,112,2025-02-20
M0400,Cetirizine 250mg Drops,Antihistamine,21.23,422,2025-04-15
M0401,Fluconazole 500mg Suspension,Antifungal,46.07,63,2024-07-19
M0402,Lactulose 40mg Patch,Laxative,16.59,489,2028-11-22
M0403,Linezolid 100mg Syrup,Antibiotic,23.25,545,2026-11-03
M0404,Psyllium 100mg Cream,Laxative,30.7,196,2025-10-06
M0405,Glimepiride 500mg Cream,Antidiabetic,11.63,304,2026-03-29
M0406,Zinc Sulfate 40mg Spray,Supplement,16.19,357,2029-04-14
M0407,Lovastatin 50mg Cream,Statin,6.53,556,2027-04-05
M0408,Clindamycin 100mg Syrup,Antibiotic,14.88,294,2023-11-20
M0409,Cefuroxime 250mg Cream,Antibiotic,37.49,219,2025-04-07
M0410,Senna 50mg Patch,Laxative,34.96,140,2024-03-23
M0411,Desloratadine 1g Injection,Antihistamine,12.5,543,2025-07-13
M0412,Diphenhydramine 40mg Tablet,Antihistamine,5.46,338,2028-04-18
M0413,Ranitidine 25mg Tablet,Antacid,48.24,161,2027-07-25
M0414,Azelastine 250mg Spray,Antihistamine,32.7,294,2026-08-08
M0415,Pioglitazone 10mg Capsule,Antidiabetic,32.79,237,2028-12-31
M0416,Riboflavin 10mg Syrup,Supplement,21.19,180,2023-05-29
M0417,Clindamycin 250mg Syrup,Antibiotic,46.86,296,2023-06-03
M0418,Amoxicillin 50mg Suspension,Antibiotic,30.34,343,2026-03-11
M0419,Tenofovir 500mg Patch,Antiviral,24.95,137,2028-08-27
M0420,Lamivudine 50mg Injection,Antiviral,40.54,338,2024-10-27
M0421,Niacin 250mg Cream,Supplement,36.07,14,2026-10-12
M0422,Lovastatin 50mg Suspension,Statin,33.88,197,2024-12-19
M0423,Desloratadine 200mg Gel,Antihistamine,26.01,88,2027-06-30
M0424,Vitamin B12 20mg Syrup,Supplement,49.09,488,2026-08-18
M0425,Warfarin 10mg Cream,Antibiotic,19.49,457,2025-12-29
M0426,Ceftriaxone 50mg Suspension,Antibiotic,36.28,11,2025-12-07
M0427,Azelastine 100mg Injection,Antihistamine,3.58,121,2028-03-21
M0428,Canagliflozin 25mg Gel,Antidiabetic,34.46,318,2024-04-25
M0429,Diphenhydramine 50mg Drops,Antihistamine,30.92,224,2024-07-01
M0430,Ipratropium 25mg Spray,Bronchodilator,37.51,382,2027-08-31
M0431,Calcium Carbonate 500mg Spray,Supplement,37.99,223,2025-10-10
M0432,Folic Acid 1g Capsule,Supplement,26.51,540,2027-01-21
M0433,Montelukast 1g Capsule,Antiallergy,3.56,560,2028-09-01
M0434,Clonazepam 1g Patch,Antidepressant,7.92,335,2028-11-01
M0435,Valacyclovir 20mg Injection,Antiviral,35.99,500,2024-01-08
M0436,Salmeterol 250mg Tablet,Bronchodilator,22.94,525,2027-08-29
M0437,Tenofovir 1g Tablet,Antiviral,28.16,315,2023-03-31
M0438,Clindamycin 50mg Tablet,Antibiotic,37.42,592,2023-10-27
M0439,Calcium Carbonate 20mg Patch,Supplement,49.71,70,2028-04-17
M0440,Ibuprofen 50mg Gel,Analgesic,9.41,138,2027-09-18
M0441,Vancomycin 200mg Spray,Antibiotic,43.55,386,2027-03-19
M0442,Doxycycline 500mg Syrup,Antibiotic,32.85,356,2024-04-30
M0443,Fluoxetine 500mg Gel,Antidepressant,26.68,228,2023-01-15
M0444,Rosuvastatin 10mg Cream,Statin,23.42,557,2027-10-04
M0445,Senna 200mg Injection,Laxative,12.75,354,2024-09-27
M0446,Glimepiride 40mg Capsule,Antidiabetic,2.09,429,2029-11-23
M0447,Pravastatin 10mg Injection,Statin,10.7,103,2029-08-29
M0448,Ibuprofen 250mg Suspension,Analgesic,33.77,49,2025-09-29
M0449,Riboflavin 10mg Gel,Supplement,22.23,552,2025-06-08
M0450,Rosuvastatin 10mg Syrup,Statin,25.44,296,2025-08-17
M0451,Niacin 1g Drops,Supplement,29.09,328,2025-08-28
M0452,Dapagliflozin 25mg Patch,Antidiabetic,11.44,307,2026-02-01
M0453,Aspirin 500mg Suspension,Analgesic,44.05,179,2027-10-16
M0454,Pantoprazole 250mg Tablet,Antacid,48.63,390,2028-11-18
M0455,Liraglutide 200mg Gel,Antidiabetic,7.89,385,2025-01-23
M0456,Rosuvastatin 500mg Spray,Statin,12.43,230,2026-05-16
M0457,Zinc Sulfate 25mg Spray,Supplement,45.78,575,2027-08-18
M0458,Itraconazole 500mg Patch,Antifungal,7.14,248,2025-11-10
M0459,Zolpidem 100mg Capsule,Antidepressant,46.15,379,2024-01-14
M0460,Senna 40mg Tablet,Laxative,13.79,40,2023-10-26
M0461,Alprazolam 1g Patch,Antidepressant,11.24,213,2026-09-25
M0462,Dapagliflozin 10mg Injection,Antidiabetic,46.89,120,2028-05-15
M0463,Warfarin 1g Injection,Antibiotic,20.13,245,2029-03-11
M0464,Acarbose 50mg Gel,Antidiabetic,23.58,367,2026-06-17
M0465,Sitagliptin 100mg Patch,Antidiabetic,44.2,477,2024-02-08
M0466,Omega 3 250mg Drops,Supplement,45.76,379,2026-07-05
M0467,Fluconazole 10mg Suspension,Antifungal,43.27,149,2023-03-08
M0468,Sitagliptin 500mg Suspension,Antidiabetic,29.17,427,2026-04-24
M0469,Prednisone 40mg Drops,Analgesic,11.89,583,2025-10-03
M0470,Budesonide 500mg Drops,Bronchodilator,13.24,500,2028-07-02
M0471,Tenofovir 25mg Drops,Antiviral,8.88,559,2028-06-23
M0472,Diazepam 500mg Tablet,Antidepressant,26.44,76,2023-07-18
M0473,Simvastatin 10mg Gel,Statin,7.31,236,2023-10-06
M0474,Zinc Sulfate 25mg Tablet,Supplement,11.33,466,2027-03-09
M0475,Aspirin 1g Suspension,Analgesic,45.68,499,2023-03-06
M0476,Paracetamol 500mg Patch,Analgesic,20.86,17,2028-12-08
M0477,Omega 3 50mg Patch,Supplement,48.89,17,2028-08-19
M0478,Calcium Carbonate 200mg Syrup,Supplement,5.8,98,2028-11-17
M0479,Prednisone 40mg Injection,Analgesic,31.18,258,2026-12-22
M0480,Glipizide 200mg Capsule,Antidiabetic,18.97,415,2028-02-24
M0481,Esomeprazole 40mg Injection,Antacid,15.35,82,2023-05-10
M0482,Ciprofloxacin 200mg Gel,Antibiotic,19.17,487,2023-08-18
M0483,Diphenhydramine 10mg Syrup,Antihistamine,4.59,444,2026-09-18
M0484,Esomeprazole 20mg Patch,Antacid,46.0,235,2025-05-15
M0485,Glipizide 10mg Capsule,Antidiabetic,34.38,287,2029-02-02
M0486,Esomeprazole 10mg Syrup,Antacid,46.47,322,2023-03-06
M0487,Zolpidem 1g Syrup,Antidepressant,37.74,407,2023-11-12
M0488,Dapagliflozin 25mg Suspension,Antidiabetic,12.4,398,2029-01-23
M0489,Ceftriaxone 200mg Syrup,Antibiotic,39.63,80,2028-08-13
M0490,Thiamine 100mg Tablet,Supplement,5.34,237,2023-11-08
M0491,Cefixime 1g Suspension,Antibiotic,47.77,406,2026-08-29
M0492,Metformin 50mg Spray,Antidiabetic,24.78,364,2029-03-15
M0493,Linezolid 200mg Syrup,Antibiotic,34.14,389,2023-12-18
M0494,Pravastatin 1g Cream,Statin,40.0,75,2023-12-03
M0495,Glipizide 25mg Gel,Antidiabetic,35.73,157,2027-05-15
M0496,Liraglutide 100mg Capsule,Antidiabetic,5.03,315,2027-12-27
M0497,Meropenem 50mg Capsule,Antibiotic,7.06,191,2027-11-01
M0498,Oseltamivir 500mg Patch,Antiviral,25.87,105,2023-04-18
M0499,Ciprofloxacin 100mg Patch,Antibiotic,5.11,332,2027-04-27
M0500,Amoxicillin 50mg Gel,Antibiotic,19.7,86,2029-04-10
M0501,Warfarin 1g Patch,Antibiotic,8.89,389,2024-11-25
M0502,Metoprolol 50mg Cream,Antihypertensive,13.79,149,2023-09-17
M0503,Sertraline 200mg Cream,Antidepressant,21.34,495,2023-11-12
M0504,Meropenem 50mg Injection,Antibiotic,36.18,507,2029-08-29
M0505,Desloratadine 40mg Spray,Antihistamine,5.8,311,2023-01-28
M0506,Clindamycin 100mg Suspension,Antibiotic,19.3,337,2027-12-09
M0507,Ceftriaxone 200mg Suspension,Antibiotic,7.24,328,2029-10-06
M0508,Iron Sulfate 40mg Spray,Supplement,16.05,407,2026-07-31
M0509,Empagliflozin 250mg Suspension,Antidiabetic,39.21,333,2027-03-21
M0510,Glimepiride 200mg Drops,Antidiabetic,6.14,577,2025-03-29
M0511,Promethazine 500mg Syrup,Antihistamine,34.24,563,2023-04-21
M0512,Niacin 250mg Injection,Supplement,22.2,298,2023-10-11
M0513,Lovastatin 200mg Spray,Statin,7.39,310,2025-09-18
M0514,Clopidogrel 25mg Gel,Analgesic,39.56,75,2028-01-14
M0515,Loratadine 250mg Suspension,Antihistamine,20.34,518,2027-09-10
M0516,Psyllium 10mg Drops,Laxative,35.23,549,2029-08-29
M0517,Diphenhydramine 20mg Capsule,Antihistamine,38.56,363,2024-11-12
M0518,Hydroxyzine 1g Tablet,Antihistamine,28.38,409,2026-09-20
M0519,Lovastatin 200mg Capsule,Statin,1.02,264,2025-06-28
M0520,Salmeterol 500mg Patch,Bronchodilator,29.24,589,2025-06-24
M0521,Oseltamivir 100mg Gel,Antiviral,23.42,512,2024-09-09
M0522,Cefuroxime 10mg Spray,Antibiotic,5.68,425,2023-12-18
M0523,Atorvastatin 25mg Drops,Statin,15.94,466,2025-04-27
M0524,Lactulose 250mg Drops,Laxative,24.07,448,2028-01-28
M0525,Azithromycin 20mg Tablet,Antibiotic,42.53,111,2024-11-04
M0526,Riboflavin 40mg Patch,Supplement,9.14,163,2026-09-17
M0527,Pantoprazole 200mg Spray,Antacid,11.98,414,2025-01-25
M0528,Diazepam 200mg Gel,Antidepressant,1.95,202,2028-01-16
M0529,Promethazine 200mg Gel,Antihistamine,0.72,219,2025-04-22
M0530,Glimepiride 20mg Suspension,Antidiabetic,5.54,549,2025-02-04
M0531,Meropenem 100mg Injection,Antibiotic,23.15,268,2028-06-27
M0532,Bisacodyl 100mg Suspension,Laxative,19.74,401,2029-08-01
M0533,Atorvastatin 100mg Drops,Statin,42.35,176,2026-05-03
M0534,Desloratadine 1g Capsule,Antihistamine,33.77,320,2024-04-27
M0535,Hydrochlorothiazide 50mg Capsule,Antihypertensive,9.56,144,2028-09-23
M0536,Gentamicin 200mg Suspension,Antibiotic,7.32,392,2027-09-29
M0537,Diazepam 250mg Patch,Antidepressant,34.82,177,2029-03-22
M0538,Sertraline 250mg Cream,Antidepressant,7.44,322,2028-01-22
M0539,Levocetirizine 10mg Drops,Antihistamine,47.62,496,2024-07-13
M0540,Alprazolam 200mg Patch,Antidepressant,25.52,506,2027-08-03
M0541,Folic Acid 250mg Gel,Supplement,35.65,454,2028-06-24
M0542,Sertraline 20mg Suspension,Antidepressant,2.03,225,2026-04-11
M0543,Ibuprofen 50mg Injection,Analgesic,27.11,172,2028-02-17
M0544,Esomeprazole 250mg Patch,Antacid,25.78,586,2024-04-12
M0545,Glipizide 500mg Drops,Antidiabetic,27.33,42,2027-12-13
M0546,Psyllium 40mg Gel,Laxative,5.57,253,2026-05-04
M0547,Ibuprofen 250mg Cream,Analgesic,17.75,89,2027-12-04
M0548,Losartan 40mg Injection,Antihypertensive,40.63,359,2029-11-04
M0549,Chlorpheniramine 200mg Syrup,Antihistamine,31.0,211,2025-04-27
M0550,Aspirin 1g Drops,Analgesic,26.85,551,2024-11-20
M0551,Acarbose 50mg Cream,Antidiabetic,28.85,526,2024-01-26
M0552,Metoprolol 200mg Tablet,Antihypertensive,49.63,129,2024-06-27
M0553,Warfarin 25mg Drops,Antibiotic,41.51,402,2028-06-27
M0554,Levothyroxine 1g Cream,Supplement,31.58,384,2028-01-26
M0555,Montelukast 20mg Gel,Antiallergy,26.02,284,2027-02-20
M0556,Tenofovir 250mg Drops,Antiviral,29.31,95,2028-02-21
M0557,Diphenhydramine 100mg Capsule,Antihistamine,39.89,407,2025-06-11
M0558,Voriconazole 40mg Spray,Antifungal,13.79,290,2026-10-15
M0559,Domperidone 1g Syrup,Antacid,28.52,496,2026-11-08
M0560,Folic Acid 10mg Tablet,Supplement,5.43,470,2023-03-08
M0561,Tenofovir 10mg Gel,Antiviral,10.51,135,2026-05-21
M0562,Gabapentin 50mg Capsule,Analgesic,32.9,256,2023-12-04
M0563,Vancomycin 25mg Tablet,Antibiotic,20.12,312,2025-08-17
M0564,Voriconazole 20mg Capsule,Antifungal,0.55,488,2023-11-16
M0565,Amlodipine 1g Injection,Antihypertensive,26.21,455,2023-02-08
M0566,Amoxicillin 100mg Capsule,Antibiotic,49.41,432,2024-06-25
M0567,Ipratropium 20mg Injection,Bronchodilator,19.46,104,2024-02-27
M0568,Liraglutide 100mg Cream,Antidiabetic,7.29,136,2024-08-08
M0569,Insulin 500mg Suspension,Antidiabetic,0.92,168,2027-12-08
M0570,Cefuroxime 40mg Syrup,Antibiotic,46.03,453,2025-06-08
M0571,Ciprofloxacin 20mg Syrup,Antibiotic,37.75,393,2026-12-10
M0572,Voriconazole 100mg Syrup,Antifungal,12.77,86,2025-10-13
M0573,Domperidone 1g Suspension,Antacid,36.2,291,2023-04-20
M0574,Vitamin D3 50mg Injection,Supplement,26.13,521,2025-02-11
M0575,Thiamine 200mg Cream,Supplement,32.49,245,2028-07-20
M0576,Gentamicin 20mg Injection,Antibiotic,25.23,72,2028-12-03
M0577,Amoxicillin 100mg Drops,Antibiotic,7.03,582,2027-09-20
M0578,Meropenem 500mg Syrup,Antibiotic,38.25,74,2023-03-10
M0579,Promethazine 20mg Tablet,Antihistamine,13.48,40,2023-09-05
M0580,Lovastatin 200mg Patch,Statin,14.68,513,2027-08-29
M0581,Voriconazole 200mg Capsule,Antifungal,32.21,550,2029-11-28
M0582,Prednisone 50mg Capsule,Analgesic,15.84,523,2025-04-12
M0583,Prednisone 500mg Drops,Analgesic,19.84,67,2026-06-24
M0584,Calcium Carbonate 200mg Injection,Supplement,3.37,88,2027-11-15
M0585,Atorvastatin 250mg Suspension,Statin,30.64,316,2024-12-20
M0586,Losartan 10mg Syrup,Antihypertensive,35.22,167,2028-07-26
M0587,Cefuroxime 500mg Patch,Antibiotic,39.26,265,2024-11-14
M0588,Vancomycin 25mg Cream,Antibiotic,36.78,120,2023-05-01
M0589,Ceftriaxone 200mg Cream,Antibiotic,26.43,269,2029-06-19
M0590,Chlorpheniramine 20mg Spray,Antihistamine,23.03,368,2023-08-16
M0591,Budesonide 1g Syrup,Bronchodilator,18.7,261,2024-02-26
M0592,Sucralfate 20mg Injection,Antacid,37.17,2,2023-06-30
M0593,Amoxicillin 40mg Tablet,Antibiotic,23.85,392,2024-09-06
M0594,Fluoxetine 10mg Patch,Antidepressant,40.25,429,2025-07-08
M0595,Acarbose 40mg Gel,Antidiabetic,45.83,327,2026-01-16
M0596,Montelukast 1g Drops,Antiallergy,6.41,53,2025-01-04
M0597,Furosemide 500mg Tablet,Antihypertensive,47.73,70,2028-03-20
M0598,Pioglitazone 50mg Drops,Antidiabetic,4.78,467,2023-02-02
M0599,Vancomycin 40mg Cream,Antibiotic,28.41,311,2029-12-25
M0600,Warfarin 250mg Drops,Antibiotic,29.79,505,2025-03-11
M0601,Niacin 500mg Injection,Supplement,7.95,419,2023-04-08
M0602,Spironolactone 500mg Drops,Antihypertensive,31.98,9,2026-10-04
M0603,Paracetamol 200mg Cream,Analgesic,5.65,542,2025-09-02
M0604,Itraconazole 250mg Tablet,Antifungal,48.64,145,2026-02-20
M0605,Ciprofloxacin 10mg Injection,Antibiotic,44.92,532,2027-08-19
M0606,Calcium Carbonate 100mg Spray,Supplement,48.74,86,2029-07-06
M0607,Ranitidine 500mg Syrup,Antacid,32.04,403,2023-11-03
M0608,Promethazine 1g Tablet,Antihistamine,22.03,133,2025-08-27
M0609,Empagliflozin 50mg Drops,Antidiabetic,46.34,402,2026-08-29
M0610,Liraglutide 250mg Cream,Antidiabetic,12.06,207,2024-07-11
M0611,Fluvastatin 1g Capsule,Statin,8.19,168,2028-01-16
M0612,Lamivudine 100mg Gel,Antiviral,6.48,366,2025-04-30
M0613,Oseltamivir 50mg Spray,Antiviral,13.62,122,2024-01-06
M0614,Gabapentin 50mg Suspension,Analgesic,2.5,335,2024-08-30
M0615,Ciprofloxacin 40mg Drops,Antibiotic,20.11,50,2026-05-09
M0616,Sitagliptin 25mg Tablet,Antidiabetic,47.63,463,2029-03-27
M0617,Thiamine 500mg Injection,Supplement,5.19,104,2024-07-26
M0618,Losartan 10mg Tablet,Antihypertensive,41.6,227,2024-06-19
M0619,Clonazepam 200mg Drops,Antidepressant,34.47,86,2029-07-13
M0620,Promethazine 50mg Capsule,Antihistamine,1.58,66,2025-03-20
M0621,Hydroxyzine 250mg Syrup,Antihistamine,5.05,339,2024-05-16
M0622,Azithromycin 250mg Tablet,Antibiotic,8.82,587,2027-11-10
M0623,Omega 3 200mg Spray,Supplement,1.96,436,2024-12-08
M0624,Amoxiclav 40mg Syrup,Antibiotic,14.11,456,2024-08-31
M0625,Ibuprofen 1g Suspension,Analgesic,31.04,302,2028-08-05
M0626,Fluconazole 500mg Spray,Antifungal,3.52,286,2027-04-18
M0627,Metoprolol 200mg Injection,Antihypertensive,32.31,538,2025-10-17
M0628,Chlorpheniramine 500mg Tablet,Antihistamine,49.48,367,2028-05-18
M0629,Psyllium 250mg Drops,Laxative,45.68,514,2026-08-10
M0630,Gentamicin 50mg Syrup,Antibiotic,1.79,224,2023-05-01
M0631,Fluvastatin 50mg Tablet,Statin,40.53,483,2028-12-08
M0632,Amoxiclav 1g Injection,Antibiotic,48.71,102,2025-10-12
M0633,Vitamin D3 40mg Cream,Supplement,26.92,57,2025-06-17
M0634,Sucralfate 200mg Drops,Antacid,46.79,177,2024-12-22
M0635,Hydrochlorothiazide 1g Drops,Antihypertensive,40.41,367,2029-08-20
M0636,Metformin 100mg Suspension,Antidiabetic,28.4,576,2025-02-10
M0637,Budesonide 500mg Cream,Bronchodilator,9.19,38,2024-01-05
M0638,Aspirin 40mg Suspension,Analgesic,11.33,539,2028-05-11
M0639,Paracetamol 100mg Suspension,Analgesic,10.47,133,2026-10-27
M0640,Aspirin 10mg Syrup,Analgesic,29.54,145,2024-03-30
M0641,Bisacodyl 100mg Capsule,Laxative,18.99,405,2029-07-28
M0642,Ranitidine 100mg Cream,Antacid,16.47,161,2027-11-25
M0643,Lovastatin 250mg Drops,Statin,9.12,575,2029-11-18
M0644,Vitamin B12 1g Syrup,Supplement,19.23,301,2024-06-05
M0645,Fluoxetine 10mg Suspension,Antidepressant,19.88,581,2023-05-13
M0646,Diazepam 1g Drops,Antidepressant,46.09,226,2029-05-05
M0647,Omeprazole 250mg Syrup,Antacid,16.89,79,2025-09-01
M0648,Cefuroxime 100mg Syrup,Antibiotic,31.99,90,2026-10-07
M0649,Oseltamivir 10mg Cream,Antiviral,10.88,69,2026-12-06
M0650,Clopidogrel 20mg Tablet,Analgesic,2.88,448,2027-09-15
M0651,Sertraline 200mg Spray,Antidepressant,44.15,359,2029-02-14
M0652,Linezolid 20mg Spray,Antibiotic,39.54,591,2025-07-12
M0653,Gabapentin 250mg Capsule,Analgesic,40.06,34,2026-04-22
M0654,Cetirizine 100mg Cream,Antihistamine,47.61,75,2026-11-01
M0655,Sertraline 200mg Syrup,Antidepressant,36.73,560,2024-01-17
M0656,Ipratropium 10mg Gel,Bronchodilator,47.15,168,2029-10-23
M0657,Acyclovir 25mg Tablet,Antiviral,5.51,210,2025-02-17
M0658,Fluconazole 500mg Patch,Antifungal,13.63,288,2026-05-03
M0659,Hydrochlorothiazide 20mg Tablet,Antihypertensive,19.95,562,2028-07-03
M0660,Prednisone 10mg Drops,Analgesic,0.69,89,2026-04-21
M0661,Vitamin D3 1g Spray,Supplement,10.38,26,2025-04-27
M0662,Sertraline 50mg Capsule,Antidepressant,23.94,118,2026-06-17
M0663,Pitavastatin 200mg Spray,Statin,24.71,271,2024-01-09
M0664,Hydroxyzine 500mg Gel,Antihistamine,9.65,390,2027-02-22
M0665,Diazepam 250mg Tablet,Antidepressant,13.53,476,2025-12-14
M0666,Furosemide 50mg Suspension,Antihypertensive,3.55,99,2023-12-18
M0667,Vitamin B12 100mg Patch,Supplement,20.99,232,2029-03-17
M0668,Aspirin 200mg Patch,Analgesic,21.22,548,2028-04-28
M0669,Sucralfate 40mg Spray,Antacid,15.29,404,2023-05-23
M0670,Formoterol 1g Patch,Bronchodilator,40.12,150,2024-05-07
M0671,Rosuvastatin 250mg Syrup,Statin,47.48,171,2025-05-17
M0672,Alprazolam 25mg Tablet,Antidepressant,21.46,445,2025-04-07
M0673,Chlorpheniramine 25mg Suspension,Antihistamine,13.27,68,2023-12-23
M0674,Gentamicin 500mg Gel,Antibiotic,27.83,282,2028-10-29
