medicine_id,medicine_name,category,price_per_unit,stock_quantity,expiry_date
M0675,Tenofovir 10mg Suspension,Antiviral,29.59,429,2024-04-05
M0676,Itraconazole 25mg Syrup,Antifungal,28.55,596,2024-02-15
M0677,Omeprazole 1g Capsule,Antacid,39.39,548,2026-11-09
M0678,Fluconazole 50mg Gel,Antifungal,32.91,585,2029-10-30
M0679,Salbutamol 10mg Syrup,Bronchodilator,14.13,147,2029-12-07
M0680,Fexofenadine 200mg Tablet,Antihistamine,20.09,339,2025-08-31
M0681,Vitamin C 250mg Cream,Supplement,44.9,20,2026-10-15
M0682,Glimepiride 250mg Capsule,Antidiabetic,48.64,233,2024-07-04
M0683,Dapagliflozin 250mg Drops,Antidiabetic,13.84,426,2029-10-13
M0684,Hydroxyzine 20mg Injection,Antihistamine,22.36,416,2028-06-07
M0685,Simvastatin 500mg Drops,Statin,41.14,527,2024-10-13
M0686,Insulin 50mg Patch,Antidiabetic,20.47,536,2029-05-18
M0687,Metformin 25mg Injection,Antidiabetic,43.82,205,2023-08-25
M0688,Warfarin 10mg Spray,Antibiotic,3.0,369,2025-03-26
M0689,Glimepiride 100mg Spray,Antidiabetic,25.5,126,2023-05-06
M0690,Hydrochlorothiazide 100mg Spray,Antihypertensive,29.91,181,2028-04-27
M0691,Promethazine 500mg Drops,Antihistamine,17.54,264,2024-01-06
M0692,Pioglitazone 10mg Gel,Antidiabetic,2.96,585,2025-05-27
M0693,Furosemide 40mg Injection,Antihypertensive,13.82,419,2028-10-03
M0694,Cetirizine 10mg Spray,Antihistamine,45.62,177,2029-09-28
M0695,Amoxicillin 40mg Cream,Antibiotic,30.61,312,2026-02-01
M0696,Voriconazole 200mg Drops,Antifungal,23.22,223,2028-03-26
M0697,Dapagliflozin 500mg Suspension,Antidiabetic,20.16,104,2023-01-31
M0698,Salmeterol 100mg Patch,Bronchodilator,32.54,289,2026-05-07
M0699,Folic Acid 20mg Spray,Supplement,3.66,283,2026-08-24
M0700,Glimepiride 50mg Cream,Antidiabetic,9.82,529,2025-09-11
M0701,Aspirin 1g Gel,Analgesic,33.2,143,2023-04-15
M0702,Sitagliptin 200mg Gel,Antidiabetic,19.72,36,2029-07-16
M0703,Zinc Sulfate 1g Injection,Supplement,17.49,227,2028-12-29
M0704,Diphenhydramine 250mg Drops,Antihistamine,25.61,174,2029-04-05
M0705,Diazepam 50mg Capsule,Antidepressant,23.8,264,2029-04-08
M0706,Simvastatin 25mg Drops,Statin,32.89,227,2026-12-26
M0707,Furosemide 50mg Gel,Antihypertensive,39.51,339,2027-03-03
M0708,Sitagliptin 1g Cream,Antidiabetic,23.46,120,2028-04-11
M0709,Vitamin C 1g Suspension,Supplement,47.24,72,2028-04-18
M0710,Alprazolam 500mg Capsule,Antidepressant,43.44,390,2028-12-10
M0711,Dapagliflozin 200mg Tablet,Antidiabetic,43.61,154,2024-07-16
M0712,Clonazepam 100mg Gel,Antidepressant,49.37,468,2024-08-09
M0713,Liraglutide 25mg Capsule,Antidiabetic,24.64,181,2026-07-07
M0714,Diphenhydramine 10mg Tablet,Antihistamine,22.88,214,2024-11-21
M0715,Sucralfate 25mg Spray,Antacid,39.37,90,2024-06-14
M0716,Metronidazole 200mg Spray,Antibiotic,19.47,38,2028-12-26
M0717,Clonazepam 100mg Tablet,Antidepressant,44.65,543,2025-02-19
M0718,Cetirizine 10mg Injection,Antihistamine,11.7,352,2026-07-02
M0719,Amlodipine 20mg Gel,Antihypertensive,25.42,313,2024-11-15
M0720,Insulin 10mg Cream,Antidiabetic,47.45,466,2028-11-01
M0721,Loratadine 500mg Drops,Antihistamine,21.97,137,2026-11-04
M0722,Theophylline 100mg Injection,Bronchodilator,8.66,413,2023-03-20
M0723,Spironolactone 40mg Syrup,Antihypertensive,10.95,22,2029-08-12
M0724,Formoterol 25mg Capsule,Bronchodilator,18.65,38,2027-03-17
M0725,Diphenhydramine 50mg Patch,Antihistamine,31.35,49,2024-03-18
M0726,Azelastine 10mg Tablet,Antihistamine,34.64,426,2027-12-25
M0727,Linezolid 20mg Patch,Antibiotic,13.01,156,2025-04-21
M0728,Iron Sulfate 10mg Cream,Supplement,21.33,103,2028-11-01
M0729,Glipizide 1g Suspension,Antidiabetic,35.19,428,2024-03-05
M0730,Salmeterol 1g Capsule,Bronchodilator,14.49,108,2028-07-31
M0731,Clonazepam 1g Injection,Antidepressant,39.01,535,2025-04-06
M0732,Amoxiclav 200mg Cream,Antibiotic,8.44,561,2028-07-26
M0733,Zolpidem 250mg Drops,Antidepressant,12.11,13,2023-12-31
M0734,Atorvastatin 1g Spray,Statin,7.88,92,2028-09-26
M0735,Montelukast 20mg Cream,Antiallergy,32.39,467,2026-04-27
M0736,Sitagliptin 250mg Tablet,Antidiabetic,5.44,178,2023-06-11
M0737,Empagliflozin 100mg Drops,Antidiabetic,21.59,118,2024-01-25
M0738,Simvastatin 10mg Tablet,Statin,42.67,174,2026-09-08
M0739,Amoxiclav 250mg Suspension,Antibiotic,13.78,95,2027-03-07
M0740,Cefixime 25mg Capsule,Antibiotic,20.34,467,2026-01-18
M0741,Gentamicin 250mg Gel,Antibiotic,32.62,170,2024-04-08
M0742,Amlodipine 10mg Syrup,Antihypertensive,5.63,494,2029-05-19
M0743,Vitamin B6 250mg Syrup,Supplement,30.76,367,2029-11-09
M0744,Metformin 25mg Spray,Antidiabetic,46.06,115,2027-08-12
M0745,Valacyclovir 10mg Capsule,Antiviral,13.45,321,2023-02-20
M0746,Zinc Sulfate 500mg Suspension,Supplement,36.33,229,2026-10-17
M0747,Lactulose 500mg Suspension,Laxative,5.21,254,2028-05-27
M0748,Cefuroxime 200mg Syrup,Antibiotic,42.03,571,2029-11-15
M0749,Vitamin C 10mg Syrup,Supplement,25.53,480,2028-07-23
M0750,Sertraline 20mg Spray,Antidepressant,16.37,338,2026-02-13
M0751,Domperidone 200mg Gel,Antacid,40.95,80,2028-02-24
M0752,Valacyclovir 1g Spray,Antiviral,4.86,510,2028-01-06
M0753,Liraglutide 20mg Spray,Antidiabetic,37.39,18,2024-02-25
M0754,Metronidazole 200mg Tablet,Antibiotic,28.08,0,2024-01-08
M0755,Lovastatin 1g Suspension,Statin,32.06,520,2029-04-22
M0756,Meropenem 10mg Injection,Antibiotic,42.29,339,2029-04-13
M0757,Pravastatin 1g Suspension,Statin,23.92,372,2028-01-28
M0758,Atorvastatin 20mg Injection,Statin,0.61,363,2026-04-10
M0759,Domperidone 500mg Drops,Antacid,35.25,46,2024-11-03
M0760,Budesonide 25mg Gel,Bronchodilator,5.79,200,2025-02-07
M0761,Losartan 200mg Injection,Antihypertensive,23.12,195,2026-10-16
M0762,Omeprazole 200mg Tablet,Antacid,46.37,126,2028-01-20
M0763,Tenofovir 1g Patch,Antiviral,7.16,510,2023-01-18
M0764,Bisacodyl 10mg Patch,Laxative,46.8,599,2028-06-01
M0765,Salmeterol 25mg Suspension,Bronchodilator,9.1,131,2024-02-29
M0766,Gentamicin 1g Suspension,Antibiotic,44.19,516,2027-04-25
M0767,Empagliflozin 250mg Syrup,Antidiabetic,7.34,524,2026-05-09
M0768,Calcium Carbonate 500mg Drops,Supplement,35.74,566,2025-06-09
M0769,Clonazepam 40mg Suspension,Antidepressant,35.86,353,2024-06-27
M0770,Zinc Sulfate 25mg Patch,Supplement,27.35,330,2024-04-17
M0771,Simvastatin 100mg Patch,Statin,24.28,584,2027-09-06
M0772,Vitamin B6 500mg Cream,Supplement,43.94,432,2023-02-22
M0773,Lactulose 20mg Tablet,Laxative,19.35,54,2023-08-20
M0774,Clonazepam 50mg Syrup,Antidepressant,49.18,256,2024-08-22
M0775,Aspirin 50mg Injection,Analgesic,37.8,33,2027-01-09
M0776,Oseltamivir 20mg Suspension,Antiviral,43.47,575,2025-07-07
M0777,Thiamine 500mg Gel,Supplement,12.26,294,2023-07-12
M0778,Linezolid 200mg Gel,Antibiotic,47.86,320,2029-03-11
M0779,Vitamin C 10mg Cream,Supplement,10.55,453,2025-07-12
M0780,Diphenhydramine 100mg Suspension,Antihistamine,27.56,201,2025-03-03
M0781,Folic Acid 20mg Syrup,Supplement,48.14,526,2024-05-03
M0782,Linezolid 10mg Gel,Antibiotic,14.32,270,2024-06-16
M0783,Gabapentin 1g Cream,Analgesic,0.78,477,2024-09-26
M0784,Azithromycin 25mg Drops,Antibiotic,30.05,308,2028-07-02
M0785,Lovastatin 1g Patch,Statin,18.23,325,2028-11-22
M0786,Furosemide 25mg Patch,Antihypertensive,3.87,517,2024-10-14
M0787,Metronidazole 20mg Drops,Antibiotic,11.45,218,2026-09-21
M0788,Ceftriaxone 100mg Cream,Antibiotic,11.31,543,2028-04-29
M0789,Vitamin B12 100mg Spray,Supplement,12.4,249,2023-06-13
M0790,Folic Acid 100mg Gel,Supplement,45.84,116,2027-04-30
M0791,Clopidogrel 500mg Cream,Analgesic,1.72,529,2027-03-16
M0792,Salmeterol 500mg Spray,Bronchodilator,24.6,303,2025-02-27
M0793,Acarbose 500mg Capsule,Antidiabetic,47.44,171,2029-01-12
M0794,Senna 10mg Capsule,Laxative,10.93,218,2027-10-04
M0795,Omeprazole 40mg Patch,Antacid,41.52,445,2023-10-23
M0796,Thiamine 25mg Tablet,Supplement,23.23,339,2023-06-05
M0797,Ciprofloxacin 20mg Tablet,Antibiotic,9.31,257,2029-04-04
M0798,Montelukast 1g Injection,Antiallergy,45.59,417,2027-05-09
M0799,Oseltamivir 200mg Gel,Antiviral,16.16,398,2024-04-29
M0800,Senna 10mg Suspension,Laxative,3.63,599,2023-07-06
M0801,Calcium Carbonate 20mg Drops,Supplement,46.44,108,2026-04-02
M0802,Pitavastatin 50mg Suspension,Statin,4.78,448,2027-04-12
M0803,Clindamycin 10mg Spray,Antibiotic,8.24,225,2024-07-12
M0804,Thiamine 200mg Patch,Supplement,15.1,147,2026-05-05
M0805,Vitamin B6 100mg Tablet,Supplement,27.9,568,2024-08-02
M0806,Sucralfate 1g Gel,Antacid,27.09,87,2026-06-02
M0807,Zolpidem 100mg Injection,Antidepressant,20.93,524,2024-08-06
M0808,Gabapentin 25mg Injection,Analgesic,31.04,258,2025-03-06
M0809,Atorvastatin 25mg Suspension,Statin,42.69,562,2028-03-04
M0810,Hydroxyzine 500mg Capsule,Antihistamine,14.89,68,2025-10-23
M0811,Ranitidine 40mg Suspension,Antacid,24.62,338,2027-01-02
M0812,Amlodipine 40mg Capsule,Antihypertensive,14.61,71,2025-03-03
M0813,Liraglutide 250mg Spray,Antidiabetic,16.75,313,2029-07-20
M0814,Prednisone 1g Suspension,Analgesic,18.54,323,2027-10-21
M0815,Sertraline 10mg Drops,Antidepressant,12.69,226,2027-11-22
M0816,Glimepiride 100mg Syrup,Antidiabetic,34.14,339,2028-05-19
M0817,Lamivudine 250mg Drops,Antiviral,38.85,498,2029-03-09
M0818,Omeprazole 25mg Suspension,Antacid,4.56,287,2024-07-27
M0819,Senna 40mg Cream,Laxative,36.81,78,2023-11-05
M0820,Cetirizine 500mg Tablet,Antihistamine,40.73,592,2027-07-18
M0821,Pravastatin 1g Injection,Statin,45.36,564,2025-12-03
M0822,Psyllium 500mg Spray,Laxative,32.87,152,2027-02-07
M0823,Clindamycin 40mg Suspension,Antibiotic,36.79,297,2024-07-02
M0824,Lamivudine 500mg Patch,Antiviral,4.98,372,2028-08-18
M0825,Amoxicillin 40mg Suspension,Antibiotic,34.37,526,2024-07-28
M0826,Oseltamivir 25mg Syrup,Antiviral,28.53,579,2024-08-21
M0827,Riboflavin 250mg Drops,Supplement,2.5,499,2025-08-07
M0828,Insulin 50mg Drops,Antidiabetic,12.08,211,2028-10-22
M0829,Lovastatin 100mg Gel,Statin,23.75,465,2023-07-10
M0830,Azithromycin 100mg Capsule,Antibiotic,35.33,533,2026-01-25
M0831,Riboflavin 50mg Suspension,Supplement,27.45,178,2027-03-23
M0832,Azelastine 200mg Drops,Antihistamine,29.59,79,2028-10-17
M0833,Clopidogrel 200mg Injection,Analgesic,26.06,361,2026-11-14
M0834,Theophylline 250mg Suspension,Bronchodilator,0.83,142,2027-12-07
M0835,Sertraline 40mg Capsule,Antidepressant,25.97,287,2025-05-16
M0836,Prednisone 25mg Syrup,Analgesic,18.43,121,2025-08-01
M0837,Itraconazole 100mg Capsule,Antifungal,24.34,490,2028-05-16
M0838,Hydroxyzine 200mg Tablet,Antihistamine,12.56,130,2029-06-07
M0839,Promethazine 25mg Syrup,Antihistamine,31.66,40,2029-06-02
M0840,Levothyroxine 10mg Syrup,Supplement,13.28,184,2028-10-17
M0841,Metronidazole 1g Suspension,Antibiotic,32.06,290,2023-12-18
M0842,Tramadol 250mg Suspension,Analgesic,49.64,493,2024-11-29
M0843,Levothyroxine 1g Syrup,Supplement,31.35,523,2025-12-19
M0844,Sertraline 100mg Spray,Antidepressant,30.03,70,2025-07-30
M0845,Omeprazole 10mg Injection,Antacid,26.37,516,2027-09-16
M0846,Prednisone 1g Capsule,Analgesic,9.28,39,2028-12-16
M0847,Formoterol 20mg Capsule,Bronchodilator,24.37,133,2029-10-07
M0848,Psyllium 10mg Gel,Laxative,26.34,379,2023-06-27
M0849,Calcium Carbonate 500mg Gel,Supplement,11.86,493,2027-04-11
M0850,Cefuroxime 1g Suspension,Antibiotic,5.34,137,2025-11-08
M0851,Ipratropium 40mg Capsule,Bronchodilator,14.52,556,2027-08-01
M0852,Clopidogrel 40mg Tablet,Analgesic,35.6,7,2029-06-25
M0853,Lactulose 20mg Patch,Laxative,0.86,210,2026-07-17
M0854,Fluconazole 100mg Capsule,Antifungal,8.16,599,2025-11-04
M0855,Sitagliptin 500mg Gel,Antidiabetic,28.45,282,2027-06-16
M0856,Rosuvastatin 40mg Gel,Statin,27.83,570,2028-05-30
M0857,Fluoxetine 100mg Patch,Antidepressant,27.97,259,2026-06-10
M0858,Sucralfate 100mg Gel,Antacid,36.92,121,2025-07-30
M0859,Oseltamivir 25mg Capsule,Antiviral,11.12,410,2026-10-18
M0860,Domperidone 1g Tablet,Antacid,8.46,5,2024-01-09
M0861,Levothyroxine 250mg Suspension,Supplement,22.05,65,2025-12-13
M0862,Furosemide 100mg Capsule,Antihypertensive,30.65,393,2027-06-30
M0863,Desloratadine 500mg Cream,Antihistamine,35.72,58,2024-12-18
M0864,Diphenhydramine 250mg Spray,Antihistamine,1.03,530,2026-03-17
M0865,Alprazolam 10mg Suspension,Antidepressant,25.77,237,2029-11-24
M0866,Hydrochlorothiazide 10mg Syrup,Antihypertensive,4.8,282,2027-06-25
M0867,Amoxiclav 200mg Gel,Antibiotic,29.51,530,2023-03-04
M0868,Riboflavin 20mg Capsule,Supplement,27.7,572,2029-07-15
M0869,Cefuroxime 100mg Cream,Antibiotic,11.7,199,2028-02-06
M0870,Metronidazole 1g Tablet,Antibiotic,13.42,416,2028-09-04
M0871,Omeprazole 500mg Capsule,Antacid,25.41,348,2024-04-24
M0872,Salmeterol 50mg Patch,Bronchodilator,40.75,588,2025-10-21
M0873,Iron Sulfate 250mg Gel,Supplement,28.38,249,2026-10-23
M0874,Fluvastatin 250mg Spray,Statin,44.88,28,2028-05-28
M0875,Atorvastatin 50mg Capsule,Statin,19.44,225,2025-07-30
M0876,Liraglutide 200mg Drops,Antidiabetic,26.07,9,2025-12-14
M0877,Warfarin 50mg Capsule,Antibiotic,20.25,350,2023-11-08
M0878,Domperidone 25mg Spray,Antacid,16.04,223,2029-06-07
M0879,Glipizide 25mg Injection,Antidiabetic,25.2,204,2025-08-19
M0880,Riboflavin 40mg Cream,Supplement,10.74,207,2025-10-19
M0881,Levocetirizine 100mg Syrup,Antihistamine,39.06,122,2023-11-18
M0882,Vitamin B6 250mg Suspension,Supplement,0.83,554,2023-06-23
M0883,Ipratropium 100mg Suspension,Bronchodilator,16.11,588,2026-01-30
M0884,Theophylline 25mg Patch,Bronchodilator,14.37,227,2029-06-20
M0885,Amlodipine 10mg Patch,Antihypertensive,40.06,489,2029-01-23
M0886,Ibuprofen 500mg Drops,Analgesic,19.99,178,2028-02-16
M0887,Losartan 500mg Spray,Antihypertensive,16.12,8,2023-02-18
M0888,Vitamin B6 40mg Gel,Supplement,29.26,333,2027-01-21
M0889,Desloratadine 50mg Syrup,Antihistamine,27.65,242,2026-01-08
M0890,Salbutamol 1g Drops,Bronchodilator,18.61,510,2027-10-03
M0891,Zolpidem 200mg Drops,Antidepressant,18.57,410,2026-02-19
M0892,Oseltamivir 25mg Suspension,Antiviral,6.99,589,2025-07-25
M0893,Ranitidine 50mg Injection,Antacid,27.99,390,2025-03-14
M0894,Levothyroxine 25mg Spray,Supplement,40.38,180,2027-09-23
M0895,Budesonide 25mg Patch,Bronchodilator,26.93,323,2028-06-16
M0896,Dapagliflozin 50mg Patch,Antidiabetic,43.0,48,2027-06-20
M0897,Tramadol 50mg Spray,Analgesic,42.03,98,2028-01-17
M0898,Thiamine 100mg Cream,Supplement,18.37,573,2029-04-02
M0899,Clopidogrel 100mg Tablet,Analgesic,20.88,359,2029-10-16
M0900,Clonazepam 1g Suspension,Antidepressant,32.67,551,2024-12-15
M0901,Fluvastatin 50mg Drops,Statin,16.59,522,2028-06-19
M0902,Fluvastatin 250mg Capsule,Statin,19.36,293,2028-03-14
M0903,Chlorpheniramine 25mg Syrup,Antihistamine,32.21,345,2027-09-24
M0904,Chlorpheniramine 1g Suspension,Antihistamine,20.54,73,2023-11-21
M0905,Gabapentin 100mg Injection,Analgesic,16.02,298,2025-12-31
M0906,Fexofenadine 200mg Cream,Antihistamine,44.44,371,2029-08-01
M0907,Lactulose 250mg Gel,Laxative,8.78,23,2024-05-27
M0908,Niacin 40mg Cream,Supplement,47.05,81,2025-05-12
M0909,Sertraline 200mg Capsule,Antidepressant,5.23,484,2029-02-24
M0910,Vitamin C 10mg Gel,Supplement,26.44,85,2024-03-01
M0911,Sitagliptin 1g Syrup,Antidiabetic,4.67,399,2026-06-21
M0912,Spironolactone 40mg Cream,Antihypertensive,22.44,129,2024-06-21
M0913,Bisacodyl 25mg Tablet,Laxative,2.24,365,2026-08-25
M0914,Salbutamol 250mg Patch,Bronchodilator,46.78,561,2027-12-28
M0915,Metoprolol 500mg Syrup,Antihypertensive,29.75,467,2029-04-29
M0916,Acyclovir 500mg Patch,Antiviral,15.83,355,2028-05-26
M0917,Psyllium 40mg Capsule,Laxative,22.37,374,2027-08-16
M0918,Sitagliptin 25mg Cream,Antidiabetic,1.02,535,2024-07-12
M0919,Cefuroxime 50mg Spray,Antibiotic,26.99,503,2028-05-08
M0920,Dapagliflozin 10mg Gel,Antidiabetic,40.0,236,2023-01-30
M0921,Domperidone 100mg Injection,Antacid,20.88,574,2027-11-26
M0922,Clindamycin 40mg Syrup,Antibiotic,35.89,399,2027-03-30
M0923,Furosemide 50mg Capsule,Antihypertensive,21.4,245,2028-10-17
M0924,Simvastatin 1g Cream,Statin,14.59,544,2026-01-06
M0925,Fluconazole 40mg Capsule,Antifungal,9.53,296,2024-03-28
M0926,Diphenhydramine 250mg Suspension,Antihistamine,22.91,503,2025-02-08
M0927,Acarbose 10mg Syrup,Antidiabetic,2.96,547,2023-04-01
M0928,Diazepam 20mg Cream,Antidepressant,13.83,448,2023-02-03
M0929,Spironolactone 20mg Syrup,Antihypertensive,1.23,222,2026-11-01
M0930,Itraconazole 50mg Spray,Antifungal,49.9,474,2023-05-10
M0931,Ceftriaxone 20mg Syrup,Antibiotic,3.27,401,2023-10-20
M0932,Psyllium 250mg Syrup,Laxative,10.01,256,2027-04-12
M0933,Amoxicillin 20mg Injection,Antibiotic,19.55,453,2025-10-09
M0934,Riboflavin 10mg Injection,Supplement,23.31,96,2028-11-04
M0935,Vitamin B12 40mg Spray,Supplement,19.76,319,2026-08-16
M0936,Gabapentin 10mg Patch,Analgesic,26.29,259,2028-05-25
M0937,Diphenhydramine 50mg Injection,Antihistamine,18.34,53,2025-06-11
M0938,Atorvastatin 40mg Gel,Statin,16.56,171,2026-02-04
M0939,Ondansetron 20mg Gel,Antipyretic,39.56,9,2023-06-22
M0940,Ondansetron 250mg Suspension,Antipyretic,8.17,91,2025-10-15
M0941,Folic Acid 1g Drops,Supplement,46.58,61,2023-09-02
M0942,Amoxiclav 25mg Patch,Antibiotic,39.68,128,2028-06-21
M0943,Spironolactone 100mg Patch,Antihypertensive,39.53,355,2027-12-02
M0944,Niacin 40mg Tablet,Supplement,34.62,366,2024-07-05
M0945,Clopidogrel 10mg Spray,Analgesic,35.48,572,2026-04-22
M0946,Psyllium 250mg Injection,Laxative,28.55,556,2026-11-25
M0947,Acarbose 250mg Cream,Antidiabetic,43.45,567,2024-10-18
M0948,Insulin 500mg Syrup,Antidiabetic,22.74,269,2029-01-27
M0949,Meropenem 250mg Tablet,Antibiotic,38.91,518,2027-04-02
M0950,Niacin 25mg Tablet,Supplement,31.18,372,2029-12-15
M0951,Hydrochlorothiazide 100mg Capsule,Antihypertensive,33.09,551,2027-05-07
M0952,Alprazolam 500mg Spray,Antidepressant,38.4,157,2029-11-16
M0953,Pioglitazone 100mg Gel,Antidiabetic,32.22,113,2024-01-30
M0954,Amlodipine 25mg Tablet,Antihypertensive,10.5,497,2025-02-23
M0955,Ranitidine 10mg Suspension,Antacid,32.27,397,2028-06-29
M0956,Bisacodyl 1g Suspension,Laxative,13.17,375,2025-06-23
M0957,Fexofenadine 20mg Tablet,Antihistamine,46.55,213,2028-07-05
M0958,Meropenem 500mg Gel,Antibiotic,41.19,59,2029-12-01
M0959,Glipizide 500mg Tablet,Antidiabetic,36.85,311,2023-11-16
M0960,Ranitidine 40mg Patch,Antacid,19.57,197,2028-11-25
M0961,Vitamin D3 40mg Suspension,Supplement,31.45,183,2029-04-06
M0962,Thiamine 20mg Suspension,Supplement,18.22,469,2027-10-16
M0963,Omeprazole 25mg Syrup,Antacid,27.72,516,2026-10-14
M0964,Vitamin D3 25mg Patch,Supplement,49.92,453,2026-12-14
M0965,Liraglutide 500mg Drops,Antidiabetic,42.32,422,2027-10-30
M0966,Hydrochlorothiazide 1g Patch,Antihypertensive,11.09,563,2025-11-06
M0967,Meropenem 250mg Spray,Antibiotic,48.01,0,2023-05-22
M0968,Pioglitazone 1g Tablet,Antidiabetic,26.12,309,2023-01-27
M0969,Dapagliflozin 40mg Injection,Antidiabetic,42.86,22,2026-02-04
M0970,Domperidone 500mg Patch,Antacid,28.75,585,2024-09-25
M0971,Ranitidine 10mg Spray,Antacid,18.1,141,2025-12-21
M0972,Meropenem 1g Injection,Antibiotic,12.03,307,2024-01-12
M0973,Sucralfate 200mg Suspension,Antacid,45.94,79,2026-08-22
M0974,Lovastatin 250mg Syrup,Statin,24.67,590,2024-01-26
M0975,Loratadine 50mg Tablet,Antihistamine,36.67,590,2027-04-12
M0976,Doxycycline 10mg Drops,Antibiotic,17.72,444,2027-09-03
M0977,Losartan 40mg Suspension,Antihypertensive,46.47,391,2023-08-10
M0978,Canagliflozin 500mg Tablet,Antidiabetic,16.31,578,2024-09-04
M0979,Acarbose 500mg Injection,Antidiabetic,8.08,402,2027-12-31
M0980,Rosuvastatin 1g Suspension,Statin,25.48,227,2027-11-05
M0981,Empagliflozin 200mg Syrup,Antidiabetic,7.04,84,2028-05-03
M0982,Sucralfate 10mg Patch,Antacid,20.26,87,2027-06-21
M0983,Formoterol 200mg Syrup,Bronchodilator,38.22,492,2029-04-09
M0984,Clonazepam 250mg Gel,Antidepressant,32.79,200,2029-04-17
M0985,Desloratadine 500mg Injection,Antihistamine,12.49,272,2027-10-28
M0986,Acarbose 1g Capsule,Antidiabetic,6.07,423,2027-10-01
M0987,Acarbose 100mg Suspension,Antidiabetic,32.94,312,2024-11-24
M0988,Cefuroxime 1g Spray,Antibiotic,31.35,451,2023-07-03
M0989,Spironolactone 40mg Drops,Antihypertensive,8.22,87,2024-04-05
M0990,Levocetirizine 25mg Cream,Antihistamine,1.18,113,2026-06-03
M0991,Oseltamivir 250mg Tablet,Antiviral,16.93,550,2025-05-17
M0992,Zolpidem 500mg Patch,Antidepressant,37.64,561,2028-06-01
M0993,Levocetirizine 25mg Tablet,Antihistamine,19.14,539,2023-06-28
M0994,Clopidogrel 25mg Tablet,Analgesic,14.56,277,2023-08-06
M0995,Lamivudine 10mg Capsule,Antiviral,19.74,277,2027-01-15
M0996,Omeprazole 10mg Cream,Antacid,43.44,395,2025-08-04
M0997,Linezolid 500mg Capsule,Antibiotic,45.24,496,2029-09-11
M0998,Senna 20mg Syrup,Laxative,10.34,468,2029-04-15
M0999,Magnesium Oxide 10mg Tablet,Supplement,12.75,542,2026-06-02
M1000,Ceftriaxone 250mg Gel,Antibiotic,37.35,18,2026-11-21
